,premise,hypothesis,extracted_idiom,base_form,idiom_pos,identity_cql,passive_cql,adj_insertion_cql_1,adj_insertion_cql_2,adv_insertion_cql,adv_insertion_cql_adj,nominalization_cql,infinigram_index,infinigram_query,infinigram_count,infinigram_approx,infinigram_latency,infinigram_token_ids,infinigram_tokens,infinigram_error,infinigram_total_tokens,infinigram_per_billion_tokens
446,"McQueen was accompanied on location by Ali MacGraw , whom he had met on The Getaway , and whose presence he admitted saved him from going round the bend .","McQueen was accompanied on location by Ali MacGraw , whom he had met on The Getaway , and whose presence he admitted saved him from going crazy .",going round the bend,round the bend,"[round, the, bend]","q[lemma=""round""][lemma=""the""][lemma=""bend""]","q[lemma=""the""][lemma=""bend""][lemma=""be""][lemma=""round""]","q[lemma=""round""][lemma=""the""][tag=""J.*""][lemma=""bend""]",,"q[tag=""RB.?""][lemma=""round""][lemma=""the""][lemma=""bend""]",,"q[lemma=""round"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""bend""]",v4_olmo-mix-1124_llama,round the bend,172229,False,660.0558757781982,"[4513,278,289,355]","[""▁round"",""▁the"",""▁b"",""end""]",,4575475702047,37.64176912204938
447,"He could not imagine finding tranquillity of soul in old age ; if he could only be allowed to mark time for a while all might yet be well , one might suddenly achieve equilibrium , certainty , serenity .","He could not imagine finding tranquillity of soul in old age ; if he could only be allowed to wait for a while all might yet be well , one might suddenly achieve equilibrium , certainty , serenity .",mark time,mark time,"[mark, time]","q[lemma=""mark""][lemma=""time""]",,"q[lemma=""mark""][tag=""J.*""][lemma=""time""]",,"q[tag=""RB.?""][lemma=""mark""][lemma=""time""]",,,v4_olmo-mix-1124_llama,mark time,135836,False,728.7259101867676,"[2791,931]","[""▁mark"",""▁time""]",,4575475702047,29.687842061805505
448,"And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be taken as read .","And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be accepted without further inspection .",taken as read,take as read,"[take, as, read]","q[lemma=""take""][lemma=""as""][lemma=""read""]",,"q[lemma=""take""][lemma=""as""][tag=""J.*""][lemma=""read""]",,"q[tag=""RB.?""][lemma=""take""][lemma=""as""][lemma=""read""]",,"q[lemma=""take"" & tag=""N.*""][lemma=""as""][lemma=""of""][lemma=""read""]",v4_olmo-mix-1124_llama,take as read,16101,False,598.0846881866455,"[2125,408,1303]","[""▁take"",""▁as"",""▁read""]",,4575475702047,3.518978363888295
449,"While the Tories were holding the line in the South , there was gloomier news in the North .","While the Tories were maintaining the position in the South , there was gloomier news in the North .",holding the line,hold the line,"[hold, the, line]","q[lemma=""hold""][lemma=""the""][lemma=""line""]","q[lemma=""the""][lemma=""line""][lemma=""be""][lemma=""hold""]","q[lemma=""hold""][lemma=""the""][tag=""J.*""][lemma=""line""]",,"q[tag=""RB.?""][lemma=""hold""][lemma=""the""][lemma=""line""]",,"q[lemma=""hold"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""line""]",v4_olmo-mix-1124_llama,hold the line,593296,False,640.2180194854736,"[4808,278,1196]","[""▁hold"",""▁the"",""▁line""]",,4575475702047,129.668703023506
450,"He has been welcomed back with open arms by team - mates who appreciate talent , courage and strong character — we will need all three qualities to overcome the Springboks .","He has been welcomed back with great affection by team - mates who appreciate talent , courage and strong character — we will need all three qualities to overcome the Springboks .",open arms,open arms,"[open, arm]","q[lemma=""open""][lemma=""arm""]",,"q[lemma=""open""][tag=""J.*""][lemma=""arm""]",,"q[tag=""RB.?""][lemma=""open""][lemma=""arm""]",,,v4_olmo-mix-1124_llama,open arms,2728750,False,807.558536529541,"[1722,10188]","[""▁open"",""▁arms""]",,4575475702047,596.3860760487041
451,"So I I fucking get it right , say something , I was right pissed off by this time , next , I , I , I stood out and step forward fucking get closer sort of thing and say something and that was it , .","So I I fucking get it right , say something , I was right annoyed by this time , next , I , I , I stood out and step forward fucking get closer sort of thing and say something and that was it , .",pissed off,piss off,"[piss, off]","q[lemma=""piss""][lemma=""off""]",,,,"q[tag=""RB.?""][lemma=""piss""][lemma=""off""]",,"q[lemma=""piss"" & tag=""N.*""][lemma=""off""][lemma=""of""]",v4_olmo-mix-1124_llama,piss off,2399251,False,829.9798965454102,"[282,790,1283]","[""▁p"",""iss"",""▁off""]",,4575475702047,524.3719246343305
452,"But we had saved the day , and our long friendship .","But we had solved the situation , and our long friendship .",saved the day,save the day,"[save, the, day]","q[lemma=""save""][lemma=""the""][lemma=""day""]","q[lemma=""the""][lemma=""day""][lemma=""be""][lemma=""save""]","q[lemma=""save""][lemma=""the""][tag=""J.*""][lemma=""day""]",,"q[tag=""RB.?""][lemma=""save""][lemma=""the""][lemma=""day""]",,"q[lemma=""save"" & tag=""N.*""][lemma=""of""][lemma=""the""][lemma=""day""]",v4_olmo-mix-1124_llama,save the day,2835442,False,651.1750221252441,"[4078,278,2462]","[""▁save"",""▁the"",""▁day""]",,4575475702047,619.7043071896252
453,"There are people who know probably more than me and for one reason or another have been afraid to stand up and be counted,’ he said .","There are people who know probably more than me and for one reason or another have been afraid to speak up,’ he said .",stand up and be counted,stand up and be counted,"[stand, up, and, be, count]","q[lemma=""stand""][lemma=""up""][lemma=""and""][lemma=""be""][lemma=""count""]",,"q[lemma=""stand""][lemma=""up""][lemma=""and""][lemma=""be""][tag=""J.*""][lemma=""count""]",,"q[tag=""RB.?""][lemma=""stand""][lemma=""up""][lemma=""and""][lemma=""be""][lemma=""count""]",,"q[lemma=""stand"" & tag=""N.*""][lemma=""up""][lemma=""of""][lemma=""and""][lemma=""be""][lemma=""count""]",v4_olmo-mix-1124_llama,stand up and be counted,223618,False,671.3881492614746,"[2317,701,322,367,29115]","[""▁stand"",""▁up"",""▁and"",""▁be"",""▁counted""]",,4575475702047,48.87316960288012
454,Halifax are pulling out all the stops to try to strengthen their squad and want a sponsor to help fund a deal for Aussie Test forward Bob Lindner .,Halifax are making a great effort to try to strengthen their squad and want a sponsor to help fund a deal for Aussie Test forward Bob Lindner .,pulling out all the stops,pull out all the stops,"[pull, out, all, the, stop]","q[lemma=""pull""][lemma=""out""][lemma=""all""][lemma=""the""][lemma=""stop""]","q[lemma=""all""][lemma=""the""][lemma=""stop""][lemma=""be""][lemma=""pull""][lemma=""out""]","q[lemma=""pull""][lemma=""out""][lemma=""all""][lemma=""the""][tag=""J.*""][lemma=""stop""]",,"q[tag=""RB.?""][lemma=""pull""][lemma=""out""][lemma=""all""][lemma=""the""][lemma=""stop""]",,"q[lemma=""pull"" & tag=""N.*""][lemma=""out""][lemma=""of""][lemma=""all""][lemma=""the""][lemma=""stop""]",v4_olmo-mix-1124_llama,pull out all the stops,301892,False,744.7891235351562,"[8206,714,599,278,17726]","[""▁pull"",""▁out"",""▁all"",""▁the"",""▁stops""]",,4575475702047,65.98046184901342
455,"‘ The pure and simple fact’ , said Harris , ‘ is that I loved it . ‘","‘ The simple fact’ , said Harris , ‘ is that I loved it . ‘",pure and simple,pure and simple,"[pure, and, simple]","q[lemma=""pure""][lemma=""and""][lemma=""simple""]",,,,"q[tag=""RB.?""][lemma=""pure""][lemma=""and""][lemma=""simple""]","q[lemma=""pure""][lemma=""and""][tag=""RB.?""][lemma=""simple""]",,v4_olmo-mix-1124_llama,pure and simple,1831903,False,652.2254943847656,"[8296,322,2560]","[""▁pure"",""▁and"",""▁simple""]",,4575475702047,400.37432592646786
456,Nor is the Thames / BBC project likely to be beset by the teething troubles which plagued the pioneer satellite broadcasters .,Nor is the Thames / BBC project likely to be beset by the small problems which plagued the pioneer satellite broadcasters .,teething troubles,teething troubles,"[teethe, trouble]","q[lemma=""teethe""][lemma=""trouble""]",,"q[lemma=""teethe""][tag=""J.*""][lemma=""trouble""]",,"q[tag=""RB.?""][lemma=""teethe""][lemma=""trouble""]",,,v4_olmo-mix-1124_llama,teething troubles,69919,False,570.5490112304688,"[734,1408,18835]","[""▁te"",""ething"",""▁troubles""]",,4575475702047,15.281252606962655
457,It was perfectly true ; she had had a friend once who 'd changed personality at the drop of a hat as soon as she had conceived .,It was perfectly true ; she had had a friend once who 'd changed personality immediately as soon as she had conceived .,at the drop of a hat,at the drop of a hat,"[at, the, drop, of, a, hat]","q[lemma=""at""][lemma=""the""][lemma=""drop""][lemma=""of""][lemma=""a""][lemma=""hat""]",,"q[lemma=""at""][lemma=""the""][tag=""J.*""][lemma=""drop""][lemma=""of""][lemma=""a""][lemma=""hat""]","q[lemma=""at""][lemma=""the""][lemma=""drop""][lemma=""of""][lemma=""a""][tag=""J.*""][lemma=""hat""]","q[tag=""RB.?""][lemma=""at""][lemma=""the""][lemma=""drop""][lemma=""of""][lemma=""a""][lemma=""hat""]",,,v4_olmo-mix-1124_llama,at the drop of a hat,1187439,False,49.539804458618164,"[472,278,5768,310,263,3056]","[""▁at"",""▁the"",""▁drop"",""▁of"",""▁a"",""▁hat""]",,4575475702047,259.52252341079145
458,"Still , better safe than sorry.’","Still , it is more wise to be cautious than rush to do something you may regret later.’",better safe than sorry,better safe than sorry,"[well, safe, than, sorry]","q[lemma=""well""][lemma=""safe""][lemma=""than""][lemma=""sorry""]",,,,"q[tag=""RB.?""][lemma=""well""][lemma=""safe""][lemma=""than""][lemma=""sorry""]","q[lemma=""well""][tag=""RB.?""][lemma=""safe""][lemma=""than""][lemma=""sorry""]",,v4_olmo-mix-1124_llama,better safe than sorry,324608,False,755.7704448699951,"[2253,9109,1135,7423]","[""▁better"",""▁safe"",""▁than"",""▁sorry""]",,4575475702047,70.94519152506376
459,"Suits off , jeans on , Kim Dyas , Business Development Manager for Stoddard Mercia , gets stuck in to sort out samples .","Suits off , jeans on , Kim Dyas , Business Development Manager for Stoddard Mercia , starts to sort out samples with enthusiasm .",gets stuck in,get stuck in,"[get, stick, in]","q[lemma=""get""][lemma=""stick""][lemma=""in""]","q[lemma=""stick""][lemma=""be""][lemma=""get""][lemma=""in""]","q[lemma=""get""][tag=""J.*""][lemma=""stick""][lemma=""in""]",,"q[tag=""RB.?""][lemma=""get""][lemma=""stick""][lemma=""in""]",,"q[lemma=""get"" & tag=""N.*""][lemma=""of""][lemma=""stick""][lemma=""in""]",v4_olmo-mix-1124_llama,get stuck in,3801597,False,837.7935886383057,"[679,10771,297]","[""▁get"",""▁stuck"",""▁in""]",,4575475702047,830.8637718913516
460,"Come on , stop playing silly buggers , you 're putting the wind right up me.’","Come on , stop behaving in an annoying way , you 're putting the wind right up me.’",playing silly buggers,play silly buggers,"[play, silly, bugger]","q[lemma=""play""][lemma=""silly""][lemma=""bugger""]","q[lemma=""silly""][lemma=""bugger""][lemma=""be""][lemma=""play""]","q[lemma=""play""][lemma=""silly""][tag=""J.*""][lemma=""bugger""]",,"q[tag=""RB.?""][lemma=""play""][lemma=""silly""][lemma=""bugger""]","q[lemma=""play""][tag=""RB.?""][lemma=""silly""][lemma=""bugger""]","q[lemma=""play"" & tag=""N.*""][lemma=""of""][lemma=""silly""][lemma=""bugger""]",v4_olmo-mix-1124_llama,play silly buggers,8926,False,455.0364017486572,"[1708,24866,6494,5743]","[""▁play"",""▁silly"",""▁bug"",""gers""]",,4575475702047,1.9508354062522153
461," I mean, we have to draw a line between just the abuse of free speech and hate in the raw .","I mean, we have to draw a line between just the abuse of free speech and hate in its true state .",in the raw,in the raw,"[in, the, raw]","q[lemma=""in""][lemma=""the""][lemma=""raw""]",,"q[lemma=""in""][lemma=""the""][tag=""J.*""][lemma=""raw""]",,"q[tag=""RB.?""][lemma=""in""][lemma=""the""][lemma=""raw""]",,,v4_olmo-mix-1124_llama,in the raw,791006,False,694.5827007293701,"[297,278,10650]","[""▁in"",""▁the"",""▁raw""]",,4575475702047,172.87951057113378
462,"Parents have been selected to become erm , relatively insensitive to signs of distress in the offspring , because erm , as where they cry wolf all the time , and as a result , erm , parents do n't take crying as seriously in children as they do in adults .","Parents have been selected to become erm , relatively insensitive to signs of distress in the offspring , because erm , as where they give false alarms all the time , and as a result , erm , parents do n't take crying as seriously in children as they do in adults .",cry wolf,cry wolf,"[cry, wolf]","q[lemma=""cry""][lemma=""wolf""]",,,,"q[tag=""RB.?""][lemma=""cry""][lemma=""wolf""]",,"q[lemma=""cry"" & tag=""N.*""][lemma=""of""][lemma=""wolf""]",v4_olmo-mix-1124_llama,cry wolf,143191,False,732.5162887573242,"[10901,281,4369]","[""▁cry"",""▁w"",""olf""]",,4575475702047,31.295325191201094
463,"Land set aside in the EC must not be the green light for imports from other countries either — whether from countries in the GATT negotiations , or from Eastern Europe .","Land set aside in the EC must not be the signal to proceed for imports from other countries either — whether from countries in the GATT negotiations , or from Eastern Europe .",the green light,green light,"[green, light]","q[lemma=""green""][lemma=""light""]",,"q[lemma=""green""][tag=""J.*""][lemma=""light""]",,"q[tag=""RB.?""][lemma=""green""][lemma=""light""]",,,v4_olmo-mix-1124_llama,green light,5887243,False,45.66550254821777,"[7933,3578]","[""▁green"",""▁light""]",,4575475702047,1286.6952822776732
464,‘ Potentially there are a lot of places up for grabs .,‘ Potentially there are a lot of places available .,up for grabs,up for grabs,"[up, for, grab]","q[lemma=""up""][lemma=""for""][lemma=""grab""]",,"q[lemma=""up""][lemma=""for""][tag=""J.*""][lemma=""grab""]",,"q[tag=""RB.?""][lemma=""up""][lemma=""for""][lemma=""grab""]",,,v4_olmo-mix-1124_llama,up for grabs,2296095,False,614.738941192627,"[701,363,2646,5824]","[""▁up"",""▁for"",""▁gra"",""bs""]",,4575475702047,501.8265093119741
465,"‘ To a certain extent you 'll have free rein,’ he 'd told her over the telephone .","‘ To a certain extent you 'll have unrestricted liberty of decision ,’ he 'd told her over the telephone .",free rein,free rein,"[free, rein]","q[lemma=""free""][lemma=""rein""]",,"q[lemma=""free""][tag=""J.*""][lemma=""rein""]",,"q[tag=""RB.?""][lemma=""free""][lemma=""rein""]",,,v4_olmo-mix-1124_llama,free rein,1013637,False,780.5259227752686,"[3889,15561]","[""▁free"",""▁rein""]",,4575475702047,221.5369648988659
466,The cause of the devastating fire at Duesseldorf airport is suspected to have been a rainwater pipe that had caught fire .,The cause of the devastating fire at Duesseldorf airport is suspected to have been a rainwater pipe that had burned .,caught fire,catch fire,"[catch, fire]","q[lemma=""catch""][lemma=""fire""]","q[lemma=""fire""][lemma=""be""][lemma=""catch""]","q[lemma=""catch""][tag=""J.*""][lemma=""fire""]",,"q[tag=""RB.?""][lemma=""catch""][lemma=""fire""]",,"q[lemma=""catch"" & tag=""N.*""][lemma=""of""][lemma=""fire""]",v4_olmo-mix-1124_llama,catch fire,1577975,False,26.555299758911133,"[4380,3974]","[""▁catch"",""▁fire""]",,4575475702047,344.87670851230564
